,customer_id,join_date,subscription_plan,payment_method,region,age,gender,churned,date_of_last_login,days_since_last_login,tenure_days
662,663,2021-10-12,Basic,Credit Card,North,25,Female,1,2022-06-26,553,257
663,664,2021-12-02,Premium,PayPal,East,24,Prefer not to answer,0,2023-12-02,29,759
664,665,2022-08-30,Basic,PayPal,West,28,Female,0,2023-12-12,19,488
665,666,2020-06-24,Basic,Debit,East,40,Male,1,2022-05-02,608,677
666,667,2022-05-15,Basic,Credit Card,North,37,Prefer not to answer,0,2023-12-10,21,595
667,668,2020-01-30,Basic,Credit Card,South,55,Female,1,2021-09-20,832,599
668,669,2023-07-03,Basic,Credit Card,East,50,Prefer not to answer,0,2023-12-02,29,181
669,670,2020-05-26,Basic,Debit,West,33,Female,0,2023-12-31,0,1314
670,671,2022-02-18,Free,PayPal,South,67,Male,0,2023-12-29,2,681
671,672,2021-07-23,Basic,Debit,East,47,Prefer not to answer,0,2023-12-05,26,891
672,673,2023-11-11,Premium,PayPal,East,44,Prefer not to answer,1,2023-12-09,22,28
673,674,2023-03-23,Premium,Credit Card,South,47,Female,0,2023-12-23,8,283
674,675,2023-06-06,Premium,Debit,West,58,Male,1,2023-10-24,68,140
675,676,2022-05-01,Premium,PayPal,South,51,Female,0,2023-12-09,22,609
676,677,2023-05-20,Basic,PayPal,South,34,Prefer not to answer,0,2023-12-12,19,225
677,678,2020-04-03,Basic,Credit Card,West,33,Prefer not to answer,0,2023-12-13,18,1367
678,679,2023-04-18,Premium,PayPal,North,60,Prefer not to answer,1,2023-05-17,228,29
679,680,2022-02-01,Free,Credit Card,South,21,Female,0,2023-12-12,19,698
680,681,2022-06-13,Premium,Credit Card,East,58,Male,0,2023-12-26,5,566
681,682,2023-03-07,Premium,PayPal,East,49,Prefer not to answer,1,2023-08-09,144,155
682,683,2020-03-06,Basic,PayPal,West,54,Female,0,2023-12-14,17,1395
683,684,2020-02-18,Basic,Debit,South,36,Female,0,2023-12-07,24,1412
684,685,2023-07-11,Basic,PayPal,South,45,Female,0,2023-12-18,13,173
685,686,2021-03-21,Basic,Credit Card,South,69,Male,0,2023-12-21,10,1015
686,687,2023-01-09,Premium,PayPal,South,48,Female,0,2023-12-01,30,356
687,688,2023-05-21,Premium,PayPal,North,68,Female,0,2023-12-16,15,224
688,689,2021-11-21,Basic,PayPal,North,22,Female,0,2023-12-31,0,770
689,690,2021-06-06,Premium,Credit Card,East,48,Male,0,2023-12-30,1,938
690,691,2020-09-09,Free,Credit Card,West,69,Prefer not to answer,0,2023-12-20,11,1208
691,692,2022-05-26,Basic,Debit,North,26,Male,0,2023-12-21,10,584
692,693,2021-09-20,Premium,Debit,North,44,Female,1,2023-04-02,273,559
693,694,2022-04-27,Basic,Credit Card,West,47,Female,0,2023-12-27,4,613
694,695,2023-04-13,Premium,Debit,East,20,Male,0,2023-12-22,9,262
695,696,2023-01-11,Free,Debit,East,28,Female,0,2023-12-28,3,354
696,697,2023-06-04,Premium,Debit,North,68,Female,0,2023-12-24,7,210
697,698,2020-12-21,Basic,Debit,South,28,Female,0,2023-12-16,15,1105
698,699,2023-10-15,Basic,Credit Card,North,20,Male,0,2023-12-24,7,77
699,700,2020-11-10,Free,PayPal,North,26,Female,1,2023-08-27,126,1020
700,701,2022-02-21,Basic,Debit,North,35,Male,1,2023-05-31,214,464
701,702,2020-07-31,Premium,PayPal,South,46,Female,0,2023-12-29,2,1248
702,703,2022-06-01,Premium,PayPal,West,33,Prefer not to answer,0,2023-12-03,28,578
703,704,2023-03-06,Basic,Debit,South,57,Male,0,2023-12-15,16,300
704,705,2020-03-15,Basic,Debit,West,58,Female,0,2023-12-02,29,1386
705,706,2023-05-26,Free,Credit Card,South,25,Prefer not to answer,1,2023-11-05,56,163
706,707,2023-01-04,Basic,PayPal,East,34,Female,1,2023-12-26,5,356
707,708,2020-04-24,Free,Debit,East,31,Male,0,2023-12-12,19,1346
708,709,2022-04-02,Premium,Credit Card,North,32,Female,1,2022-11-30,396,242
709,710,2023-10-14,Premium,Credit Card,North,35,Male,0,2023-12-12,19,78
710,711,2021-12-30,Free,PayPal,North,34,Male,1,2023-09-05,117,614
711,712,2023-08-24,Free,Debit,South,23,Male,1,2023-12-17,14,115
712,713,2023-12-06,Premium,PayPal,North,30,Female,0,2023-12-03,28,25
713,714,2021-11-04,Basic,Debit,South,57,Male,0,2023-12-09,22,787
714,715,2020-02-17,Free,Debit,North,54,Male,0,2023-12-30,1,1413
715,716,2022-08-27,Basic,Credit Card,South,49,Female,0,2023-12-22,9,491
716,717,2023-12-23,Basic,Debit,South,35,Male,1,2024-01-02,-2,10
717,718,2023-10-03,Basic,Credit Card,North,25,Female,1,2023-10-26,66,23
718,719,2022-09-19,Free,Credit Card,South,39,Prefer not to answer,0,2023-12-04,27,468
719,720,2020-10-25,Free,Credit Card,East,58,Prefer not to answer,0,2023-12-22,9,1162
720,721,2021-12-21,Basic,PayPal,North,53,Male,1,2022-07-25,524,216
721,722,2022-05-15,Premium,Credit Card,West,32,Prefer not to answer,0,2023-12-23,8,595
722,723,2021-08-30,Premium,Credit Card,North,43,Male,0,2023-12-26,5,853
723,724,2022-06-30,Basic,Debit,West,41,Male,1,2022-07-28,521,28
724,725,2021-03-31,Basic,Debit,South,27,Male,0,2023-12-29,2,1005
725,726,2020-05-17,Basic,Credit Card,North,53,Male,0,2023-12-14,17,1323
726,727,2023-05-18,Basic,Debit,West,44,Male,0,2023-12-28,3,227
727,728,2023-05-16,Basic,PayPal,South,65,Female,0,2023-12-29,2,229
728,729,2021-11-16,Premium,Debit,West,47,Prefer not to answer,0,2023-12-05,26,775
729,730,2023-08-18,Basic,Credit Card,South,46,Prefer not to answer,0,2023-12-29,2,135
730,731,2021-10-28,Basic,PayPal,North,41,Prefer not to answer,0,2023-12-02,29,794
731,732,2023-05-18,Free,PayPal,West,60,Prefer not to answer,0,2023-12-28,3,227
732,733,2022-04-15,Basic,Credit Card,North,21,Female,0,2023-12-23,8,625
733,734,2022-08-29,Basic,PayPal,South,29,Prefer not to answer,1,2023-04-28,247,242
734,735,2023-02-05,Basic,Credit Card,North,23,Female,0,2023-12-14,17,329
735,736,2022-07-08,Basic,PayPal,East,56,Prefer not to answer,0,2023-12-24,7,541
736,737,2021-10-10,Free,PayPal,South,38,Male,1,2022-11-06,420,392
737,738,2020-02-13,Free,Credit Card,South,49,Prefer not to answer,0,2023-12-23,8,1417
738,739,2023-11-27,Basic,Debit,West,68,Male,1,2023-12-29,2,32
739,740,2023-08-03,Premium,Debit,West,68,Prefer not to answer,0,2023-12-01,30,150
740,741,2022-03-29,Free,Debit,South,23,Female,1,2023-09-27,95,547
741,742,2023-09-20,Premium,Debit,South,45,Male,1,2023-11-23,38,64
742,743,2022-05-08,Premium,Credit Card,South,19,Male,0,2023-12-30,1,602
743,744,2023-09-15,Basic,Debit,West,52,Prefer not to answer,1,2023-09-30,92,15
744,745,2021-12-29,Free,PayPal,East,48,Male,0,2023-12-24,7,732
745,746,2022-03-06,Premium,Credit Card,East,40,Male,0,2023-12-17,14,665
746,747,2023-09-10,Premium,Credit Card,West,65,Prefer not to answer,0,2023-12-04,27,112
747,748,2023-10-30,Premium,PayPal,West,22,Female,1,2023-11-14,47,15
748,749,2020-08-11,Basic,Credit Card,East,49,Male,0,2023-12-24,7,1237
749,750,2022-12-12,Basic,PayPal,East,35,Female,1,2023-09-18,104,280
750,751,2020-11-29,Premium,PayPal,East,31,Prefer not to answer,0,2023-12-07,24,1127
751,752,2023-11-23,Basic,Credit Card,West,18,Male,0,2023-12-02,29,38
752,753,2021-02-17,Basic,Credit Card,North,21,Male,0,2023-12-20,11,1047
753,754,2023-02-17,Basic,PayPal,West,39,Female,0,2023-12-20,11,317
754,755,2022-12-10,Free,Credit Card,East,32,Male,0,2023-12-10,21,386
755,756,2022-07-28,Premium,PayPal,East,31,Prefer not to answer,0,2023-12-01,30,521
756,757,2023-09-01,Basic,PayPal,South,29,Female,0,2023-12-28,3,121
757,758,2022-10-31,Free,Credit Card,North,62,Female,0,2023-12-26,5,426
758,759,2021-02-18,Free,Debit,South,58,Male,0,2023-12-26,5,1046
759,760,2023-02-07,Basic,Debit,West,62,Male,0,2023-12-23,8,327
760,761,2023-03-07,Premium,Credit Card,West,38,Prefer not to answer,0,2023-12-02,29,299
761,762,2023-07-12,Premium,Credit Card,East,26,Female,0,2023-12-28,3,172
762,763,2022-09-24,Free,Credit Card,North,50,Male,0,2023-12-30,1,463
763,764,2020-11-03,Basic,PayPal,West,46,Prefer not to answer,0,2023-12-08,23,1153
764,765,2023-02-04,Premium,PayPal,West,65,Female,0,2023-12-02,29,330
765,766,2023-08-12,Basic,PayPal,North,65,Female,0,2023-12-14,17,141
766,767,2021-08-07,Basic,Credit Card,South,67,Male,0,2023-12-01,30,876
767,768,2021-10-23,Premium,Debit,East,57,Male,0,2023-12-04,27,799
768,769,2022-03-10,Free,Credit Card,East,62,Male,0,2023-12-12,19,661
769,770,2021-03-28,Basic,Debit,North,26,Male,0,2023-12-26,5,1008
770,771,2023-03-11,Basic,PayPal,North,21,Prefer not to answer,0,2023-12-11,20,295
771,772,2023-08-27,Premium,Debit,North,23,Male,1,2023-11-03,58,68
772,773,2021-02-03,Basic,Debit,East,29,Prefer not to answer,0,2023-12-09,22,1061
773,774,2023-07-06,Basic,Debit,North,49,Male,0,2023-12-11,20,178
774,775,2022-11-06,Basic,Credit Card,West,36,Prefer not to answer,0,2023-12-19,12,420
775,776,2021-02-07,Premium,Credit Card,East,29,Prefer not to answer,1,2023-10-31,61,996
776,777,2022-06-08,Basic,PayPal,South,31,Female,0,2023-12-30,1,571
777,778,2021-02-27,Premium,PayPal,South,27,Male,0,2023-12-26,5,1037
778,779,2020-02-20,Basic,Debit,East,49,Female,0,2023-12-14,17,1410
779,780,2020-05-12,Premium,Debit,East,41,Prefer not to answer,0,2023-12-19,12,1328
780,781,2020-03-26,Free,PayPal,East,63,Female,0,2023-12-30,1,1375
781,782,2023-03-29,Basic,Credit Card,East,23,Male,0,2023-12-01,30,277
782,783,2022-08-26,Basic,PayPal,North,43,Prefer not to answer,0,2023-12-11,20,492
783,784,2020-12-16,Premium,PayPal,East,26,Female,0,2023-12-11,20,1110
784,785,2020-06-23,Basic,Credit Card,North,61,Prefer not to answer,0,2023-12-20,11,1286
785,786,2023-10-02,Free,PayPal,North,24,Female,0,2023-12-17,14,90
786,787,2021-06-11,Basic,Debit,North,63,Male,0,2023-12-08,23,933
787,788,2020-04-24,Basic,Debit,South,69,Male,0,2023-12-21,10,1346
788,789,2020-11-25,Basic,Debit,East,43,Male,0,2023-12-26,5,1131
789,790,2020-12-20,Basic,PayPal,North,51,Female,0,2023-12-10,21,1106
790,791,2023-10-20,Basic,Credit Card,North,40,Male,1,2023-12-27,4,68
791,792,2023-08-15,Basic,Credit Card,South,30,Male,0,2023-12-17,14,138
792,793,2023-09-17,Basic,PayPal,South,62,Male,1,2023-10-15,77,28
793,794,2022-12-03,Basic,Debit,West,18,Male,0,2023-12-09,22,393
794,795,2023-10-14,Basic,Credit Card,East,52,Male,0,2023-12-02,29,78
795,796,2021-10-14,Basic,Debit,South,50,Male,0,2023-12-27,4,808
796,797,2023-05-31,Basic,Debit,North,56,Prefer not to answer,0,2023-12-30,1,214
797,798,2021-04-24,Premium,Debit,East,55,Female,0,2023-12-06,25,981
798,799,2020-03-08,Basic,Debit,South,40,Female,0,2023-12-10,21,1393
799,800,2021-03-25,Free,Debit,East,34,Male,0,2023-12-10,21,1011
800,801,2021-12-02,Premium,Debit,North,31,Prefer not to answer,0,2023-12-31,0,759
801,802,2023-03-13,Basic,PayPal,South,69,Male,0,2023-12-09,22,293
802,803,2023-12-14,Basic,Credit Card,North,51,Female,0,2023-12-22,9,17
803,804,2022-10-04,Premium,PayPal,West,22,Male,0,2023-12-17,14,453
804,805,2023-11-17,Premium,PayPal,West,67,Male,0,2023-12-13,18,44
805,806,2021-03-17,Basic,PayPal,East,22,Female,1,2022-02-08,691,328
806,807,2022-11-14,Premium,Credit Card,East,54,Prefer not to answer,0,2023-12-14,17,412
807,808,2021-07-18,Basic,Credit Card,South,34,Male,0,2023-12-20,11,896
808,809,2022-02-11,Basic,Credit Card,South,18,Female,0,2023-12-06,25,688
809,810,2021-05-16,Premium,Debit,West,46,Prefer not to answer,1,2022-09-30,457,502
810,811,2022-11-11,Free,Debit,North,45,Male,0,2023-12-30,1,415
811,812,2021-11-26,Free,Debit,West,66,Female,0,2023-12-14,17,765
812,813,2022-01-31,Basic,Debit,North,20,Prefer not to answer,0,2023-12-09,22,699
813,814,2022-04-21,Premium,Debit,South,31,Prefer not to answer,0,2023-12-17,14,619
814,815,2022-03-07,Premium,Debit,South,43,Prefer not to answer,0,2023-12-08,23,664
815,816,2022-05-28,Free,Debit,West,19,Male,0,2023-12-19,12,582
816,817,2021-01-27,Basic,Debit,North,50,Prefer not to answer,0,2023-12-11,20,1068
817,818,2020-08-13,Free,Debit,East,56,Male,0,2023-12-30,1,1235
818,819,2022-08-11,Basic,Debit,East,23,Female,0,2023-12-09,22,507
819,820,2023-05-12,Premium,Credit Card,North,46,Male,0,2023-12-04,27,233
820,821,2023-11-28,Free,PayPal,West,50,Female,0,2023-12-07,24,33
821,822,2022-09-19,Basic,Debit,North,37,Male,0,2023-12-29,2,468
822,823,2020-12-16,Basic,Credit Card,West,18,Male,1,2023-10-05,87,1023
823,824,2021-11-30,Basic,Credit Card,South,23,Prefer not to answer,1,2022-09-08,479,282
824,825,2023-01-03,Premium,Credit Card,South,42,Male,0,2023-12-14,17,362
825,826,2023-05-03,Basic,Debit,West,54,Female,0,2023-12-17,14,242
826,827,2021-09-13,Basic,Credit Card,South,63,Male,1,2022-08-14,504,335
827,828,2023-01-01,Free,Debit,East,40,Male,0,2023-12-20,11,364
828,829,2023-02-24,Basic,Credit Card,South,46,Prefer not to answer,1,2023-12-12,19,291
829,830,2020-07-31,Premium,PayPal,South,42,Prefer not to answer,0,2023-12-27,4,1248
830,831,2021-02-01,Free,Debit,North,29,Prefer not to answer,0,2023-12-28,3,1063
831,832,2022-06-28,Premium,PayPal,West,25,Female,0,2023-12-09,22,551
832,833,2022-06-03,Basic,Credit Card,North,34,Female,0,2023-12-13,18,576
833,834,2022-12-10,Premium,PayPal,West,51,Prefer not to answer,0,2023-12-28,3,386
834,835,2021-08-23,Basic,Debit,East,44,Prefer not to answer,0,2023-12-02,29,860
835,836,2023-11-08,Premium,Debit,West,47,Male,1,2023-12-11,20,33
836,837,2023-01-01,Premium,Credit Card,East,54,Male,0,2023-12-16,15,364
837,838,2020-07-12,Basic,PayPal,North,61,Male,0,2023-12-27,4,1267
838,839,2021-06-16,Basic,Credit Card,North,19,Prefer not to answer,0,2023-12-30,1,928
839,840,2023-04-10,Basic,Credit Card,East,66,Male,0,2023-12-31,0,265
840,841,2023-09-13,Basic,Credit Card,South,45,Prefer not to answer,1,2023-10-05,87,22
841,842,2021-06-11,Basic,Credit Card,West,65,Male,1,2022-11-15,411,522
842,843,2020-12-21,Premium,PayPal,West,64,Prefer not to answer,0,2023-12-24,7,1105
843,844,2020-01-19,Premium,PayPal,West,62,Female,0,2023-12-12,19,1442
844,845,2022-03-22,Basic,Credit Card,West,32,Male,1,2023-06-27,187,462
845,846,2022-02-19,Premium,PayPal,South,49,Male,0,2023-12-01,30,680
846,847,2021-01-27,Free,Credit Card,East,44,Prefer not to answer,0,2023-12-24,7,1068
847,848,2023-09-11,Premium,PayPal,South,38,Female,1,2023-12-12,19,92
848,849,2022-08-31,Free,PayPal,West,45,Female,0,2023-12-20,11,487
849,850,2023-03-21,Basic,Credit Card,East,28,Male,0,2023-12-30,1,285
850,851,2023-01-18,Basic,Debit,North,68,Prefer not to answer,0,2023-12-27,4,347
851,852,2022-02-09,Basic,Debit,North,52,Prefer not to answer,0,2023-12-03,28,690
852,853,2022-04-17,Premium,Credit Card,North,19,Male,0,2023-12-21,10,623
853,854,2020-03-11,Premium,PayPal,East,38,Female,0,2023-12-18,13,1390
854,855,2021-03-14,Basic,Credit Card,West,45,Prefer not to answer,0,2023-12-16,15,1022
855,856,2023-09-10,Premium,Credit Card,South,48,Female,1,2023-11-28,33,79
856,857,2020-01-18,Premium,Credit Card,West,34,Female,0,2023-12-04,27,1443
857,858,2022-05-16,Premium,Debit,North,44,Male,0,2023-12-28,3,594
858,859,2023-01-01,Premium,PayPal,East,61,Female,0,2023-12-14,17,364
859,860,2021-03-23,Premium,PayPal,South,18,Female,0,2023-12-01,30,1013
860,861,2023-12-10,Premium,PayPal,West,59,Male,0,2023-12-06,25,21
861,862,2021-06-22,Basic,Credit Card,West,42,Male,0,2023-12-07,24,922
862,863,2022-08-25,Basic,PayPal,West,29,Male,1,2022-10-07,450,43
863,864,2020-06-28,Free,Debit,West,34,Female,0,2023-12-28,3,1281
864,865,2021-12-15,Basic,PayPal,South,51,Female,0,2023-12-18,13,746
865,866,2021-02-19,Free,Debit,East,24,Male,0,2023-12-29,2,1045
866,867,2020-01-15,Premium,PayPal,North,22,Male,0,2023-12-01,30,1446
867,868,2020-04-12,Basic,Debit,East,49,Prefer not to answer,0,2023-12-30,1,1358
868,869,2020-01-16,Basic,Credit Card,South,58,Female,0,2023-12-17,14,1445
869,870,2021-12-22,Basic,PayPal,North,22,Female,1,2023-12-24,7,732
870,871,2022-12-07,Premium,Credit Card,East,56,Prefer not to answer,0,2023-12-26,5,389
871,872,2022-11-21,Basic,Debit,East,40,Prefer not to answer,0,2023-12-07,24,405
872,873,2021-02-15,Basic,Debit,West,25,Male,0,2023-12-03,28,1049
873,874,2021-01-29,Free,PayPal,East,27,Male,0,2023-12-14,17,1066
874,875,2022-07-21,Basic,Debit,South,18,Prefer not to answer,0,2023-12-29,2,528
875,876,2022-08-31,Basic,PayPal,East,32,Male,0,2023-12-01,30,487
876,877,2022-02-05,Basic,Debit,South,48,Male,0,2023-12-22,9,694
877,878,2023-08-24,Premium,Debit,West,36,Female,0,2023-12-21,10,129
878,879,2021-07-05,Basic,PayPal,North,43,Male,0,2023-12-28,3,909
879,880,2022-06-19,Basic,Credit Card,North,68,Prefer not to answer,0,2023-12-23,8,560
880,881,2021-12-13,Basic,PayPal,South,19,Female,0,2023-12-17,14,748
881,882,2020-05-23,Premium,PayPal,West,34,Prefer not to answer,0,2023-12-21,10,1317
882,883,2023-02-13,Basic,PayPal,East,55,Prefer not to answer,0,2023-12-18,13,321
883,884,2020-07-03,Free,Debit,West,62,Male,0,2023-12-10,21,1276
884,885,2022-09-12,Basic,PayPal,West,44,Male,1,2023-08-18,135,340
885,886,2023-08-06,Premium,Credit Card,West,64,Female,1,2023-11-01,60,87
886,887,2022-08-06,Premium,Credit Card,South,26,Female,1,2022-08-28,490,22
887,888,2022-02-21,Premium,Debit,South,45,Female,1,2023-05-04,241,437
888,889,2021-05-08,Premium,Debit,South,42,Prefer not to answer,0,2023-12-25,6,967
889,890,2021-06-28,Free,Debit,West,44,Prefer not to answer,0,2023-12-11,20,916
890,891,2022-08-30,Basic,Credit Card,South,20,Female,0,2023-12-04,27,488
891,892,2020-07-21,Basic,PayPal,East,30,Prefer not to answer,0,2023-12-10,21,1258
892,893,2023-08-14,Premium,Debit,North,38,Female,1,2023-10-30,62,77
893,894,2020-02-22,Basic,Credit Card,East,68,Female,1,2023-08-24,129,1279
894,895,2022-07-09,Premium,PayPal,West,42,Male,0,2023-12-16,15,540
895,896,2021-12-08,Basic,Debit,South,36,Prefer not to answer,0,2023-12-16,15,753
896,897,2023-08-29,Premium,Debit,North,36,Male,0,2023-12-17,14,124
897,898,2020-11-10,Premium,Credit Card,East,43,Female,0,2023-12-14,17,1146
898,899,2021-09-19,Basic,Credit Card,South,31,Male,0,2023-12-03,28,833
899,900,2023-04-22,Basic,Credit Card,West,46,Female,0,2023-12-24,7,253
900,901,2022-02-15,Premium,PayPal,South,44,Female,0,2023-12-01,30,684
901,902,2022-06-27,Basic,Credit Card,East,36,Male,0,2023-12-03,28,552
902,903,2020-08-08,Basic,Debit,South,48,Prefer not to answer,0,2023-12-29,2,1240
903,904,2021-09-19,Basic,PayPal,North,26,Prefer not to answer,0,2023-12-08,23,833
904,905,2022-12-28,Basic,Credit Card,North,45,Prefer not to answer,0,2023-12-08,23,368
905,906,2021-11-17,Free,Debit,North,47,Male,0,2023-12-05,26,774
906,907,2020-11-27,Basic,PayPal,East,19,Male,0,2023-12-02,29,1129
907,908,2023-04-26,Premium,Credit Card,North,20,Female,1,2023-11-29,32,217
908,909,2020-03-15,Premium,PayPal,South,69,Male,1,2022-01-23,707,679
909,910,2020-05-05,Premium,Credit Card,East,41,Male,0,2023-12-14,17,1335
910,911,2020-07-05,Premium,Credit Card,East,23,Male,0,2023-12-26,5,1274
911,912,2021-07-31,Basic,Credit Card,North,26,Male,0,2023-12-17,14,883
912,913,2022-05-29,Basic,Debit,North,69,Male,1,2022-11-01,425,156
913,914,2022-09-07,Basic,Debit,East,37,Female,0,2023-12-26,5,480
914,915,2021-06-14,Premium,Credit Card,North,23,Prefer not to answer,0,2023-12-15,16,930
915,916,2022-02-25,Premium,PayPal,South,47,Prefer not to answer,0,2023-12-01,30,674
916,917,2023-12-19,Free,PayPal,East,61,Male,0,2023-12-18,13,12
917,918,2020-03-03,Premium,Debit,West,68,Female,0,2023-12-24,7,1398
918,919,2023-10-15,Free,PayPal,West,68,Prefer not to answer,0,2023-12-05,26,77
919,920,2021-11-13,Basic,Credit Card,South,27,Male,0,2023-12-19,12,778
920,921,2022-05-16,Basic,Debit,South,57,Female,0,2023-12-18,13,594
921,922,2020-05-20,Premium,PayPal,South,39,Prefer not to answer,0,2023-12-31,0,1320
922,923,2023-10-05,Basic,PayPal,West,67,Female,0,2023-12-06,25,87
923,924,2023-09-05,Premium,Credit Card,South,18,Female,1,2023-11-01,60,57
924,925,2023-07-16,Premium,Credit Card,North,22,Male,1,2023-09-14,108,60
925,926,2023-09-02,Basic,Credit Card,East,33,Female,0,2023-12-13,18,120
926,927,2022-10-12,Premium,PayPal,West,26,Male,0,2023-12-15,16,445
927,928,2020-10-05,Basic,Debit,South,52,Prefer not to answer,1,2023-04-21,254,928
928,929,2023-09-07,Basic,Credit Card,North,29,Prefer not to answer,0,2023-12-19,12,115
929,930,2020-02-13,Free,Credit Card,South,53,Female,0,2023-12-14,17,1417
930,931,2022-01-15,Premium,Debit,North,26,Prefer not to answer,0,2023-12-06,25,715
931,932,2022-04-08,Premium,Credit Card,North,55,Male,0,2023-12-20,11,632
932,933,2023-01-29,Basic,PayPal,North,46,Male,0,2023-12-19,12,336
933,934,2021-09-09,Basic,Credit Card,South,20,Male,0,2023-12-13,18,843
934,935,2022-07-12,Basic,PayPal,East,67,Female,0,2023-12-01,30,537
935,936,2022-11-10,Basic,PayPal,East,25,Male,0,2023-12-26,5,416
936,937,2023-06-19,Premium,Credit Card,North,24,Male,0,2023-12-31,0,195
937,938,2021-05-19,Free,Credit Card,North,20,Prefer not to answer,0,2023-12-04,27,956
938,939,2022-03-22,Premium,Credit Card,West,62,Prefer not to answer,0,2023-12-13,18,649
939,940,2022-12-17,Basic,Credit Card,North,24,Male,0,2023-12-14,17,379
940,941,2020-09-04,Basic,PayPal,South,45,Female,0,2023-12-15,16,1213
941,942,2020-01-05,Basic,Debit,North,41,Female,0,2023-12-02,29,1456
942,943,2021-10-24,Premium,Debit,North,41,Prefer not to answer,0,2023-12-03,28,798
943,944,2021-12-26,Premium,Credit Card,West,52,Male,1,2023-02-06,328,407
944,945,2020-03-18,Basic,Credit Card,East,32,Female,0,2023-12-09,22,1383
945,946,2020-04-05,Free,Debit,North,67,Prefer not to answer,1,2023-01-11,354,1011
946,947,2022-03-20,Free,PayPal,South,30,Female,0,2023-12-25,6,651
947,948,2021-03-01,Free,Credit Card,North,36,Female,0,2023-12-25,6,1035
948,949,2021-12-17,Basic,Debit,South,60,Male,0,2023-12-11,20,744
949,950,2020-09-06,Premium,Credit Card,South,45,Prefer not to answer,0,2023-12-17,14,1211
950,951,2021-11-14,Free,PayPal,West,41,Female,0,2023-12-31,0,777
951,952,2020-05-27,Basic,Credit Card,North,47,Male,1,2022-05-20,590,723
952,953,2020-09-23,Basic,Credit Card,South,62,Prefer not to answer,1,2021-09-23,829,365
953,954,2020-10-05,Basic,Credit Card,South,29,Female,0,2023-12-14,17,1182
954,955,2021-09-15,Basic,PayPal,West,52,Prefer not to answer,0,2023-12-04,27,837
955,956,2023-07-30,Free,PayPal,West,58,Female,0,2023-12-10,21,154
956,957,2020-12-19,Free,Debit,South,24,Male,1,2023-09-22,100,1007
957,958,2022-02-03,Free,Debit,East,34,Prefer not to answer,0,2023-12-29,2,696
958,959,2023-02-13,Basic,Credit Card,East,52,Male,0,2023-12-25,6,321
959,960,2023-05-28,Basic,PayPal,East,51,Prefer not to answer,0,2023-12-11,20,217
960,961,2023-11-21,Premium,PayPal,North,49,Male,1,2023-12-27,4,36
961,962,2023-09-28,Basic,Debit,South,64,Prefer not to answer,0,2023-12-01,30,94
962,963,2020-01-14,Basic,Debit,South,41,Female,0,2023-12-02,29,1447
963,964,2022-10-28,Basic,Credit Card,East,43,Female,1,2023-06-28,186,243
964,965,2020-12-13,Basic,Debit,North,58,Prefer not to answer,0,2023-12-04,27,1113
965,966,2021-09-19,Basic,Credit Card,East,60,Female,0,2023-12-17,14,833
966,967,2022-10-25,Free,Debit,West,54,Prefer not to answer,0,2023-12-06,25,432
967,968,2023-10-21,Basic,Debit,West,42,Prefer not to answer,0,2023-12-08,23,71
968,969,2020-03-21,Free,PayPal,East,58,Female,0,2023-12-10,21,1380
969,970,2020-06-20,Premium,Debit,South,69,Prefer not to answer,0,2023-12-28,3,1289
970,971,2022-03-04,Basic,Credit Card,North,59,Male,0,2023-12-02,29,667
971,972,2022-11-14,Free,PayPal,West,62,Female,0,2023-12-30,1,412
972,973,2020-11-05,Premium,Debit,West,52,Prefer not to answer,1,2021-11-28,763,388
973,974,2020-06-11,Free,PayPal,East,36,Prefer not to answer,0,2023-12-25,6,1298
974,975,2021-07-29,Free,Credit Card,North,59,Female,0,2023-12-29,2,885
975,976,2023-05-30,Basic,PayPal,East,37,Female,0,2023-12-12,19,215
976,977,2021-09-25,Basic,Debit,North,44,Prefer not to answer,0,2023-12-03,28,827
977,978,2023-08-04,Basic,Credit Card,South,28,Female,1,2023-08-14,139,10
978,979,2020-10-20,Premium,Credit Card,North,29,Prefer not to answer,0,2023-12-03,28,1167
979,980,2020-12-04,Basic,Credit Card,North,55,Male,1,2023-01-07,358,764
980,981,2023-08-09,Premium,PayPal,East,53,Female,0,2023-12-28,3,144
981,982,2020-10-25,Basic,Debit,East,55,Female,0,2023-12-12,19,1162
982,983,2020-04-11,Basic,Debit,North,23,Male,0,2023-12-02,29,1359
983,984,2022-04-27,Basic,Debit,West,20,Male,0,2023-12-28,3,613
984,985,2023-10-31,Premium,PayPal,East,20,Male,0,2023-12-21,10,61
985,986,2020-05-13,Premium,Debit,West,47,Male,1,2020-08-14,1234,93
986,987,2023-02-12,Premium,PayPal,South,55,Female,0,2023-12-03,28,322
987,988,2022-01-09,Free,Credit Card,South,56,Female,0,2023-12-23,8,721
988,989,2022-03-14,Basic,Credit Card,East,68,Prefer not to answer,0,2023-12-17,14,657
989,990,2020-05-05,Basic,Credit Card,North,54,Male,1,2020-11-10,1146,189
990,991,2021-09-30,Basic,PayPal,East,48,Female,1,2023-02-01,333,489
991,992,2021-08-27,Basic,PayPal,North,63,Prefer not to answer,0,2023-12-31,0,856
992,993,2022-09-20,Free,Credit Card,West,53,Female,1,2023-10-01,91,376
993,994,2022-12-23,Premium,Credit Card,South,60,Female,1,2023-10-15,77,296
